"BYLINE","DATE","DATELINE","HEADLINE","LENGTH","PUBLICATION","SECTION","TITLE"
"Henry Zeffman","November 2, 2016 Wednesday",,"Brexit risks cutting supply of new drugs","191 words","The Times (London)","NEWS; Pg. 20",
"Tom Peck","November 3, 2016 Thursday 8:31 AM GMT",,"Boris Johnson says we will make a 'Titanic success of Brexit'; The Prime Minister, sitting in the audience, put her head in her hands","190 words","The Independent (United Kingdom)","UK POLITICS",
"Tim Wallace","November 9, 2016 Wednesday",,"Watchdog: City needs more detail on Brexit","189 words","The Daily Telegraph (London)","BUSINESS; Pg. 5",
"John Rentoul","November 8, 2016 Tuesday 8:07 PM GMT",,"Ask a stupid question: Brexit and the history of referendums; In the second part of his report from a New York University conference on referendums, our Chief Political Commentator looks at the problems of discerning the popular will","1881 words","The Independent (United Kingdom)","VOICES",
"Ben Chapman","November 3, 2016 Thursday 9:37 AM GMT",,"Construction, Next, Persimmon: Business news in brief, 3 November 2016; Outlook darkens for UK building industry; Retail giant warns of tough year ahead; house builder hit by Brexit","1875 words","The Independent (United Kingdom)","BUSINESS NEWS",
"Rebecca Perring","November 11, 2016 Friday 8:47 AM GMT",,"Lib Dems plot to BLOCK UK exit: Tim Farron calls for another REFERENDUM on Brexit deal","187 words","Express Online",,
"Frederick Forsyth","November 4, 2016 Friday",,"Remainers can embrace the Brexit boom","187 words","The Express","NEWS; OPINION; COLUMNS; Pg. 13",
"JAMES SLACK, POLITICAL EDITOR FOR THE DAILY MAIL","November 3, 2016 Thursday 11:03 PM GMT",,"Enemies of the people: Fury over 'out of touch' judges who have 'declared war on democracy' by defying 17.4m Brexit voters and who could trigger constitutional crisis","1867 words","MailOnline","NEWS",
"ANNABEL HOWARD","November 6, 2016 Sunday",,"TAKING THE CRISP!; Walkers blame a 10% rise on Brexit","184 words","The Sun (England)","NEWS; Pg. 12",
"John Rentoul","November 8, 2016 Tuesday 8:07 PM GMT",,"Ask a stupid question: Brexit and the history of referendums; In the second part of his report from a New York University conference on referendums, our Chief Political Commentator looks at the problems of discerning the popular will","1833 words","The Independent (United Kingdom)","VOICES",
"BY NO BYLINE AVAILABLE","November 6, 2016 Sunday",,"BREXIT HAS NOT HIT US, SAY 3 IN 4 BOSSES","183 words","MAIL ON SUNDAY (London)",,
"Lydia Willgress","November 5, 2016 Saturday",,"Remainer under fire for sick children gaffe; Brexit turmoil","183 words","The Daily Telegraph (London)","NEWS; Pg. 6",
"Kate McCann","November 4, 2016 Friday",,"Brexit could be delayed for a year by Remainers; Brexit turmoil","1825 words","The Daily Telegraph (London)","NEWS; Pg. 2,3",
"GRAHAM HISCOTT","November 9, 2016 Wednesday",,"Brexit boost for ABF sales; CITY DESK","182 words","Daily Mirror","FEATURES; Pg. 26",
"James Moore","November 9, 2016 Wednesday 2:35 AM GMT",,"Nikkei plummets as markets react to Donald Trump's gains in the presidential election; The US election has started to resemble Brexit, with early expectations shattering as the evening moved on","182 words","The Independent (United Kingdom)","AMERICAS",
"James Moore","November 9, 2016 Wednesday 2:35 AM GMT",,"Nikkei plummets as markets react to Donald Trump's gains in the presidential election; The US election has started to resemble Brexit, with early expectations shattering as the evening moved on","182 words","The Independent (United Kingdom)","AMERICAS",
"Sarah O'Grady","November 4, 2016 Friday",,"Bank admits its forecasts were wrong; BREXIT BETRAYAL","182 words","The Express","NEWS; Pg. 2,3",
"BY INDERDEEP BAINS","November 3, 2016 Thursday",,"BREXIT, WORD OF THE YEAR ON ALL OUR LIPS","182 words","DAILY MAIL (London)",,
"BY NO BYLINE AVAILABLE","November 8, 2016 Tuesday",,"ANOTHER BREXIT BONUS ... STAFF SICKIES' SLUMP","181 words","DAILY MAIL (London)",,
"VICKI OWEN FOR THE MAIL ON SUNDAY","November 5, 2016 Saturday 8:52 PM GMT",,"Brexit has not hit us, say 3 in 4 bosses - but 16% of firms lament negative financial impact","181 words","MailOnline","SMALL BUSINESS",
"VICKI OWEN FOR THE MAIL ON SUNDAY","November 5, 2016 Saturday 8:52 PM GMT",,"Brexit has not hit us say 3 in 4 bosses - but 16% of firms lament negative financial impact","181 words","MailOnline","SMALL BUSINESS",
"Rehema Figueiredo","November 4, 2016 Friday 11:22 AM GMT",,"BREAKING: Stephen Phillips resigns as Conservative MP over Brexit Government policies","181 words","Express Online",,
"By Laura Hughes, Political Correspondent","November 4, 2016 Friday 7:50 AM GMT",,"High Court ruling on Article 50 will not blow Brexit off course, Theresa May expected to tell EU boss Jean-Claude Juncker","1809 words","telegraph.co.uk","NEWS",
"Simon Johnson","November 4, 2016 Friday",,"First Minister welcomes High Court's ruling; Brexit turmoil","178 words","The Daily Telegraph (London)","NEWS; Pg. 4",
"Samuel Osborne, Siobhan Fenton","November 3, 2016 Thursday 9:38 AM GMT",,"Brexit legal challenge live: High Court rules Theresa May needs parliamentary approval to trigger Article 50; Historic case hands Parliament opportunity to challenge, or even delay, the process of leaving the European Union","178 words","The Independent (United Kingdom)","UK POLITICS",
,"November 2, 2016 Wednesday",,"BREXIT'S GROWING ALL RIGHT; CITY Sun THE FTSE 100 FELL 37.08 TO 6917.14 EDITED BY RHODRI PHILLIPS Tel: 020 7782 4050 e-mail: rhodri.phillips@the-sun.co.uk £1 BUYS $1.22, (EURO)1.11. BRENT CRUDE $48.23","177 words","The Sun (England)","NEWS; Pg. 39",
,"November 11, 2016 Friday 12:01 AM GMT",,"Letters:How the Americans began to see Brexit as the model for their own electoral revolution","1767 words","telegraph.co.uk","OPINION",
"Ben Glaze","November 6, 2016",,"May seeks post-Brexit India trade","174 words","The People","NEWS; TEASERS; Pg. 13",
"TIM SCULTHORPE, MAILONLINE DEPUTY POLITICAL EDITOR and JAMES TAPSFIELD, MAILONLINE POLITICAL EDITOR","November 3, 2016 Thursday 2:20 PM GMT",,"'Stop betraying Brexit!' Fury as judges rule that MPs SHOULD be able block our departure from the EU sparking threats that Theresa May might call a general election","1739 words","MailOnline","NEWS",
,"November 6, 2016 Sunday",,"Hit by Brexit holiday blues","173 words","Daily Mirror","NEWS; Pg. 31",
,"November 6, 2016 Sunday 12:01 AM GMT",,"Letters:The High Court ruling can't derail Brexit because MPs know that voters won't stand for it","1728 words","telegraph.co.uk","OPINION",
,"November 5, 2016 Saturday 12:01 AM GMT",,"Letters:The mischief-making behind the High Court ruling will merely strengthen support for Brexit","1721 words","telegraph.co.uk","OPINION",
"David Smith in Washington","November 9, 2016 Wednesday 5:16 PM GMT",,"'This is insane. This is three Brexits': Trump supporters savour special night; Election night at the Hilton hotel in New York began with campaign staff dampening expectations but ended with Donald Trump's victory speechBecome a Guardian supporter or make a contribution","1717 words","The Guardian","US NEWS",
"Lewis Smith","November 10, 2016",,"No 10 defends Farage's protest march; BREXIT","171 words","i-Independent Print Ltd","NEWS; Pg. 23",
,"November 12, 2016 Saturday 12:01 AM GMT",,"Letters:Opponents of Trump and of Brexit are indulging in anti-democratic tantrums, or worse","1705 words","telegraph.co.uk","OPINION",
"Stephen Hayward","November 6, 2016",,"Brexit crisps crunch","170 words","The People","NEWS; Pg. 6",
"Ben Chu","November 9, 2016 Wednesday 11:38 AM GMT",,"European Commission slashes UK 2017 growth forecast in half due to Brexit; The 1 per cent GDP forecastis worse than the latest projection from the Bank of England","167 words","The Independent (United Kingdom)","BUSINESS NEWS",
,"November 13, 2016 Sunday 12:01 AM GMT",,"Letters:With Brexit and now Trump, the establishment can no longer ignore people's desire for change","1657 words","telegraph.co.uk","OPINION",
"MICHAEL McHUGH","November 11, 2016 Friday",,"BREXIT 'SWANSONG FOR SMALL BANDS'","165 words","Daily Mirror","NEWS; Pg. 22",
,"November 2, 2016 Wednesday",,"property's brexit bounce","165 words","Daily Mirror","NEWS; Pg. 2",
,"November 5, 2016 Saturday",,"The mischief-making behind the High Court ruling will merely strengthen support for Brexit; Letters to the Editor","1634 words","The Daily Telegraph (London)","NEWS; Pg. 21",
"Szu Ping Chan ;Tara Cunningham","November 4, 2016 Friday",,"Pound surges on prospect of a 'soft Brexit'; Brexit turmoil","163 words","The Daily Telegraph (London)","NEWS; Pg. 4",
"Joe Watts","November 8, 2016 Tuesday 1:09 PM GMT",,"Nicola Sturgeon launches plan to stop Theresa May overturning Brexit legal challenge; It comes as the Government seeks to reverse a High Court rulingforcing ministers to give MPs a vote on triggering Brexit talks","161 words","The Independent (United Kingdom)","UK POLITICS",
,"November 6, 2016 Sunday",,"CRISIS OVER BREXIT","16 words","Daily Mirror","NEWS; Pg. 1",
"JAMES TAPSFIELD, POLITICAL EDITOR and AMIE GORDON FOR MAILONLINE","November 4, 2016 Friday 7:25 PM GMT",,"MP who quit over Brexit saying he can no longer live with being called a Conservative can now spend more time with his £750,000 a year career","1597 words","MailOnline","NEWS",
"ANGELA JAMESON","November 9, 2016 Wednesday",,"Primark of intent; Sun CITY OWNER TOPS FTSE IN BREXIT BOOST 10 MORE SHOPS FOR UK","158 words","The Sun (England)","BUSINESS; Pg. 41",
"TOM LEONARD IN NEW YORK FOR THE DAILY MAIL","November 8, 2016 Tuesday 12:11 AM GMT",,"It's gonna be Brexit plus plus plus boasts Trump as the US election goes down to the wire - and here's your guide to what going to happen and when","1568 words","MailOnline","NEWS",
"Will Gore","November 9, 2016 Wednesday 2:00 PM GMT",,"President Donald Trump, Brexit, and Arab Spring: Where will the hatred of ruling elites take us all?; Resentment over inequality, unemployment and an overriding disgust of cosy leaderships were commonfactors in all the major grassrootbacklashes ofthe past five years. Globalisation was meant to make us look outwards, but nations are now turning in on themselves: insularity rules","1563 words","The Independent (United Kingdom)","US ELECTIONS",
"TIM SHIPMAN ; JAMES LYONS","November 6, 2016 Sunday",,"I'M SUPREME, NOT YOU, MAY TELLS JUDGES; The prime minister is battling to keep Brexit on track by taking her case to the Supreme Court. If she loses, MPs are predicting an early general election","1563 words","The Sunday Times (London)","NEWS; Pg. 8,9",
"Zlata Rodionova","November 3, 2016 Thursday 10:50 AM GMT",,"Brexit legal challenge: FTSE 250 jumps as High Court delivers hammering blow against Theresa May's Brexit plans; The pound has risen the most since August against the dollar after the Government announced it cannot trigger Article 50 without parliament approval.","156 words","The Independent (United Kingdom)","BUSINESS NEWS",
"David Hughes","November 3, 2016",,"UK focuses on 'emerging nations'; BREXIT","155 words","i-Independent Print Ltd","NEWS; Pg. 19",
,"November 10, 2016 Thursday",,"Britain after Brexit must make the best of the opportunities offered by a Trump presidency; Letters to the Editor","1545 words","The Daily Telegraph (London)","FEATURES; Pg. 23",
"BY JAMES SLACK AND JACK DOYLE","November 4, 2016 Friday",,"THERE'LL BE AN EARLY ELECTION OF YOU DELAY BREXIT, WARN TORIES","1543 words","DAILY MAIL (London)",,
"Chris Green","November 7, 2016",,"Farage: Brexit voters should take to streets; POLITICS","154 words","i-Independent Print Ltd","NEWS; Pg. 5",
"SIMON WALTERS POLITICAL EDITOR FOR THE MAIL ON SUNDAY","November 5, 2016 Saturday 9:18 PM GMT",,"Brexit legal challenger claims she walked out on her EU-hating ex-husband because he 'physically abused' her... but he says he left HER as she is 'an alcoholic cheater'","1536 words","MailOnline","NEWS",
"CITY & FINANCE REPORTER FOR THE DAILY MAIL","November 10, 2016 Thursday 9:14 AM GMT",,"Home sales booming four months after Brexit, builder boss says","153 words","MailOnline","MORTGAGES & HOME",
"HARRY COLE","November 10, 2016 Thursday",,"UK boost for a trade deal; TURBO-BREXIT","153 words","The Sun (England)","NEWS; Pg. 5",
,"November 4, 2016 Friday 12:01 AM GMT",,"After judges' Brexit block now your country really needs you: We MUST get out of the EU","1527 words","Express Online",,
"HARRY COLE","November 4, 2016 Friday",,"Cracks in the Tory party; BREXIT BANTZ AT AWARDS DO","152 words","The Sun (England)","NEWS; Pg. 24",
"Ben Chapman","November 9, 2016 Wednesday 2:34 PM GMT",,"Primark, Uber, American Apparel: Business news in brief, Wednesday 9 November; ABF says Brexit is good for business; Karhoo ride-hailing service closes after $250m funding; fashion retailer closes UK branches","1518 words","The Independent (United Kingdom)","BUSINESS NEWS",
"CITY & FINANCE REPORTER FOR THE DAILY MAIL","November 13, 2016 Sunday 9:10 PM GMT",,"New giant London skyscraper to rise above Bishopsgate despite Brexit vote","151 words","MailOnline","NEWS",
"Alexandra Sims","November 6, 2016 Sunday 5:19 PM GMT",,"Theresa May responds to media coverage of High Court Brexit ruling","151 words","The Independent (United Kingdom)","UK POLITICS",
"ANDREW NICOLL","November 6, 2016 Sunday",,"ROGAN DOSH; CURRY PRICES HIT BY BREXIT EXCLUSIVE","151 words","The Sun (England)","NEWS; Pg. 16",
"Adam Sherwin ARTS AND MEDIA CORRESPONDENT","November 5, 2016",,"High Court ruling on Brexit mauled by right-wing press; MEDIA","151 words","i-Independent Print Ltd","NEWS; Pg. 6",
"Harry Yorke","November 13, 2016",,"A field of expertise to reap big gains; Britain must embrace genetically modified crops to offset a £1.8bn subsidy hole farmers could face after Brexit and to match US success, says Harry Yorke","1507 words","The Sunday Telegraph (London)","BUSINESS;FEATURES; Pg. 10",
"Andrew Griffin","November 3, 2016 Thursday 10:13 AM GMT",,"Brexit legal challenge could be overturned with weeks as Government launches appeal; The High Court has ruled that MPs must vote for Britain to trigger Article 50 - but that could be overturned within weeks","149 words","The Independent (United Kingdom)","UK POLITICS",
"Heather Stewart, Anushka Asthana and Steven Morris","November 5, 2016 Saturday 10:09 AM GMT",,"Theresa May told to act to calm Brexit 'mob' backlash; Tory MP Stephen Phillips steps down as government is accused of failing to control backlash against high court judgment","1476 words","The Guardian","POLITICS",
,"November 4, 2016 Friday",,"WE CAN'T LET BREXIT BE DERAILED","1475 words","DAILY MAIL (London)",,
"BY NO BYLINE AVAILABLE","November 10, 2016 Thursday",,"HOME SALES UP AFTER BREXIT","147 words","DAILY MAIL (London)",,
"By Jason Beattie","November 3, 2016 Thursday 10:03 PM GMT",,"Bookies slash odds of General Election 2017 after Theresa May's High Court Brexit blow; Three of England's top judges gave the historic ruling today in major setback to Theresa May","1451 words","mirror.co.uk","NEWS,UK NEWS",
