"BYLINE","DATE","DATELINE","HEADLINE","LENGTH","PUBLICATION","SECTION","TITLE"
"Ben Chu","October 31, 2016 Monday 10:01 AM GMT",,"Brexit latest: Mortgage approvals perk up in September; There were 62,932 in the month, up from 60,984 in August and higher than the 61,500 City of London analysts had been expecting","156 words","The Independent (United Kingdom)","BUSINESS NEWS",
"JASON BEATTIE","October 24, 2016 Monday",,"May facing a showdown on devolved say in Brexit","156 words","Daily Mirror","NEWS; Pg. 2",
"By Charles Moore","October 28, 2016 Friday 5:57 PM GMT",,"Brexit has reversed the long decline of post-imperial Britain. Even Tony Blair can't spoil that","1556 words","telegraph.co.uk","NEWS",
"Susanna Rustin","October 26, 2016 Wednesday 8:00 AM GMT",,"John Clancy: Brexit offers UK cities a bigger role on the world stage; The leader of Birmingham council thinks his city needs its own foreign office to lead Britain's global industrial strategy","1547 words","The Guardian","SOCIETY",
"MATT DATHAN, POLITICAL CORRESPONDENT FOR MAILONLINE","October 30, 2016 Sunday 11:14 AM GMT",,"New Scottish threat to Brexit as SNP claims 'special' Nissan deal shows Scotland can be given their own bespoke deal to STAY in the EU's single market","1546 words","MailOnline","NEWS",
"LAUREN PROBERT","November 1, 2016 Tuesday",,"Trump: If I win race it's Brexit times ten","154 words","The Sun (England)","NEWS; Pg. 4",
,"October 20, 2016 Thursday 1:42 PM GMT",,"EU boss Tusk tells May: 'Forget LION'S DEN we won't even talk about Brexit'","154 words","Express Online",,
"Paul Bignell","October 29, 2016",,"Clegg to lead Lib Dems' fight with Tories on Brexit; POLITICS","153 words","i-Independent Print Ltd","NEWS; Pg. 6",
"Steven Swinford","October 31, 2016 Monday",,"Migration is not top priority, says Labour; Road to Brexit","152 words","The Daily Telegraph (London)","NEWS; Pg. 4",
"Padraic Flanagan","October 26, 2016",,"Price of food will go up, warns Tesco; BREXIT","152 words","i-Independent Print Ltd","NEWS; Pg. 11",
,"October 21, 2016 Friday",,"Scottish Brexit; Letters to the Editor","152 words","The Times (London)","LETTERS; Pg. 30",
"Michael McHugh","October 29, 2016",,"Judge throws out Brexit challenge in test case; LEGAL","151 words","i-Independent Print Ltd","NEWS; Pg. 7",
"Rebecca Burn-Callander","October 30, 2016",,"'I feel bruised after we open. I've a love-hate relationship with hotels'; The Sunday Interview Robin Hutson The hotelier tells Rebecca Burn-Callander about his continued success with his Pig chain - and his worries over Brexit","1506 words","The Sunday Telegraph (London)","BUSINESS; Pg. 9",
,"October 20, 2016 Thursday",,"'The time has come for a new Brexit campaign'","15 words","The Daily Telegraph (London)","NEWS; FRONT PAGE; TEASERS; Pg. 1",
"BEN GLAZE","October 31, 2016 Monday",,"TEA LEAVE SHOCK; Boss warns Brexit will raise cost of cuppa as import prices soar","149 words","Daily Mirror","FEATURES; Pg. 23",
"By Jason Beattie","October 23, 2016 Sunday 8:37 PM GMT",,"Brexit will see the Queen lose £1MILLION a year in farm subsidies from the EU; Prince Charles also benefits from the EU hand outs, with the Duchy of Cornwall getting £129,000 a year","149 words","mirror.co.uk","NEWS,UK NEWS",
"Tim Wallace","October 23, 2016",,"Economy to surpass even pre-Brexit upbeat outlook","149 words","The Sunday Telegraph (London)","BUSINESS; Pg. 2",
"JEFF FARRELL","October 28, 2016 Friday",,"BREXIT BRITAIN DRIVING AHEAD; Nissan boost over jobs","147 words","Daily Star","NEWS; Pg. 2",
"By Ben Martin","October 23, 2016 Sunday 1:00 PM GMT",,"How Margaret Thatcher's Big Bang could protect the City from Brexit, 30 years on","1452 words","telegraph.co.uk","BUSINESS",
"JEFF FARRELL","October 27, 2016 Thursday",,"FARAGE: ED & NICK TRAITORS; Anger at move to block Brexit","145 words","Daily Star","NEWS; Pg. 2",
"MATT DATHAN, POLITICAL CORRESPONDENT FOR MAILONLINE","October 29, 2016 Saturday 4:50 PM GMT",,"Revealed at last: Ministers will fight for tariff-free trade with the EU in Brexit negotiations AND get rid of crippling Brussels red tape","1446 words","MailOnline","NEWS",
"Griff Witte","October 24, 2016 Monday 12:35 PM GMT",,"Iceland's Pirate Party prepares for power as polls suggest election triumph; With Brexit and Trump winning the Republican nomination in the United States, 2016 has been marked by political upheavals. Now the Pirate Party is on the verge of winning power in Iceland","1445 words","The Independent (United Kingdom)","EUROPE",
"By Asa Bennett","October 25, 2016 Tuesday 10:16 AM GMT",,"Brexit could pull the pin out of the EU grenade. That's why the Eurocrats are terrified","1438 words","telegraph.co.uk","NEWS",
"By Peter Foster , Europe Editor","October 20, 2016 Thursday 8:00 AM GMT",,"Theresa May needs to bring Europe with her in order to secure the best Brexit terms for Britain","1435 words","telegraph.co.uk","NEWS",
"By Barney Henderson","October 25, 2016 Tuesday 1:24 AM GMT",,"Trump says his campaign is 'bigger than Brexit' but is warned by Clinton campaign that 'nasty women vote': US election briefing and polls","1432 words","telegraph.co.uk","NEWS",
"By Roger Bootle","October 23, 2016 Sunday 6:36 PM GMT",,"Rising gilt yields and a weaker pound are not down to Brexit alone","1428 words","telegraph.co.uk","BUSINESS",
"Nigel Nelson","October 30, 2016",,"Mr Brexit rapped on crime deal; EXCLUSIVE","141 words","The People","NEWS; Pg. 24",
"By Jeremy Warner","October 27, 2016 Thursday 8:40 PM GMT",,"Will the Brexit revolution be Glorious or bloody? The fate of Mark Carney will tell","1404 words","telegraph.co.uk","BUSINESS",
"Zlata Rodionova","October 27, 2016 Thursday 10:50 AM GMT",,"Nissan to build new models in Sunderland and secure 7000 jobs despite Brexit vote; The decision will secure 7,000 jobs","140 words","The Independent (United Kingdom)","BUSINESS NEWS",
"By Tom Harris","October 24, 2016 Monday 11:35 AM GMT",,"Our constitution is clear: Nicola Sturgeon has absolutely no right to veto Brexit","1396 words","telegraph.co.uk","NEWS",
"By Asa Bennett","October 25, 2016 Tuesday 9:22 PM GMT",,"Zac Goldsmith's Heathrow gamble could end in tears if the Lib Dems make it about Brexit","1389 words","telegraph.co.uk","NEWS",
"By Stephen Pollard","October 29, 2016 Saturday 4:03 PM GMT",,"The week Brexit Britain showed it means business","1386 words","telegraph.co.uk","NEWS",
"MATT DATHAN, POLITICAL CORRESPONDENT FOR MAILONLINE","October 30, 2016 Sunday 6:25 PM GMT",,"Don't panic! Cabinet ministers warn Chancellor Philip Hammond NOT to go on a spending spree in his mini budget because it will harm confidence before key Brexit talks","1375 words","MailOnline","NEWS",
"By Mark Ellis","October 28, 2016 Friday 12:00 AM GMT",,"Britain's Brexit economy is growing, reveal first set of figures since EU referendum; The first official statistics for the period since the June 23 vote show gross domestic product grew by 0.5% between July and September","1370 words","mirror.co.uk","MONEY",
"Ben Chu","October 21, 2016 Friday 9:42 AM GMT",,"Brexit latest: Sharp rise in public borrowing in September; Public sector borrowing in the month came in at £10.6bn, up from £9.3bn in the same month last year","137 words","The Independent (United Kingdom)","BUSINESS NEWS",
"Aimee Donnellan","October 23, 2016 Sunday",,"Brexit Britain's state-owned lender RBS faces EU takeover; The bank has only 10 weeks to sell its Williams & Glyn division, or the European Commission will step in. By Aimee Donnellan","1365 words","The Sunday Times (London)","BUSINESS; Pg. 6",
"By Alistair Jarvis","October 28, 2016 Friday 6:00 AM GMT",,"Brexit: It's crucial that universities are heard in the political debate","1352 words","telegraph.co.uk","EDUCATION",
"By Michael Wilkinson, Political Correspondent","October 26, 2016 Wednesday 7:03 AM GMT",,"Theresa May will 'make success of Brexit' despite leaked recordings of her expressing doubts","1350 words","telegraph.co.uk","NEWS",
"Sean O'Grady","October 20, 2016 Thursday 12:46 PM GMT",,"After her first 100 days in power, I've rated Theresa May on each of her successes and failures; Most of May's challenges are related to Brexit - some she's handled expertly, and others she's completely fumbled","1331 words","The Independent (United Kingdom)","VOICES",
,"October 22, 2016 Saturday",,"Norton: I feel sorry for Brexit voters","133 words","Daily Mirror","NEWS; Pg. 7",
"By Laura Hughes, Political Correspondent","October 28, 2016 Friday 6:55 AM GMT",,"Tony Blair suggests a second referendum to reverse Brexit 'catastrophe', as he calls on Remainers to moblise","1324 words","telegraph.co.uk","NEWS",
,"October 27, 2016 Thursday",,"WHY BIG BANG SHOWS BREXIT WILL SUCCEED","1312 words","DAILY MAIL (London)",,
"By Jeremy Warner","November 1, 2016 Tuesday 7:20 PM GMT",,"Don't hold your breath for Brexit radicalism. May's Britain is mostly about continuity","1311 words","telegraph.co.uk","BUSINESS",
"Alan Tovey","October 26, 2016 Wednesday",,"No Brexit breakdown in the car sales business","131 words","The Daily Telegraph (London)","BUSINESS; Pg. 3",
"DAVID SMITH","October 30, 2016 Sunday",,"Hard or soft Brexit? The UK needs a middle way","1303 words","The Sunday Times (London)","BUSINESS;BUSINESS; OPINION COLUMNS; Pg. 4",
"ALEX BRUMMER FOR THE DAILY MAIL","October 26, 2016 Wednesday 6:55 PM GMT",,"On the 30th anniversary of revolution in the City...Why Big Bang shows Brexit will succeed","1300 words","MailOnline","MARKETS",
"Karl Mcdonald","October 28, 2016",,"UK has changed, say Germans; BREXIT","129 words","i-Independent Print Ltd","NEWS; Pg. 5",
"By Harriet Alexander","October 21, 2016 Friday 6:03 PM GMT",,"Gibraltar urges Britain not to be held hostage by Spain during Brexit talks","1270 words","telegraph.co.uk","NEWS",
"JAMES TAPSFIELD, POLITICAL EDITOR FOR MAILONLINE","October 24, 2016 Monday 1:06 PM GMT",,"EXC: Ukip must be the party of 'hard' Brexit, insists top contender to take over from Nigel Farage","1253 words","MailOnline","NEWS",
"Fintan O'Toole","October 21, 2016 Friday 7:00 AM GMT",,"A soft, flexible Brexitcould be possible - with Ireland's help; The old roles have been reversed and now Dublin must seek a creative compromise on Britain's behalf","1238 words","The Guardian","OPINION",
"JAMES TAPSFIELD, POLITICAL EDITOR FOR MAILONLINE and MATT DATHAN, POLITICAL CORRESPONDENT FOR MAILONLINE","October 21, 2016 Friday 10:33 AM GMT",,"Theresa May pleads with EU leaders to be 'constructive' and see the 'opportunities' of Brexit after stormy Brussels summit","1237 words","MailOnline","NEWS",
"BY JAMES SALMON, JASON GROVES AND HUGO DUNCAN","October 28, 2016 Friday",,"FOUR MONTHS ON FROM BREXIT AND, IT'S OFFICIAL, THE UK'S BOOMING!","1228 words","DAILY MAIL (London)",,
"By Charles Crawford","October 30, 2016 Sunday 8:30 AM GMT",,"With Brexit, we have the chance to look and act like a world power again","1209 words","telegraph.co.uk","NEWS",
"Macer Hall","October 21, 2016 Friday 12:01 AM GMT",,"'This is in British hands' Theresa May slaps down European leaders resisting Brexit","1209 words","Express Online",,
"Macer Hall","October 27, 2016 Thursday",,"NEW PLAN FOR CRUSADE 'FAST' EU EXIT CRUSADE GET US OUT OF THE EU; Trade boost for Britain as Farage blasts Remainers I'll work hard to make sure Brexit is smooth","1206 words","The Express","NEWS; Pg. 1,4,5",
"JAMES TAPSFIELD, POLITICAL EDITOR FOR MAILONLINE","October 21, 2016 Friday 1:07 PM GMT",,"Mais non! PM slaps down EU's Brexit chief after he signals he wants UK officials to speak FRENCH during negotiations","1203 words","MailOnline","NEWS",
"David Chazan","October 31, 2016 Monday",,"Paris to clear migrants from the streets; Road to Brexit","120 words","The Daily Telegraph (London)","NEWS; Pg. 4",
,"October 30, 2016 Sunday",,"HARD OR SOFT BREXIT? David [...]","12 words","The Sunday Times (London)","BUSINESS;NEWS; Pg. 1",
"Andrew Martin","October 28, 2016 Friday 6:06 PM GMT",,"It's the Eurostar test: a sure way to tell if we're heading for exile in Europe; The service symbolised the entente cordiale but is going through a rocky patch. As, post Brexit vote, is Britain's relationship with France","1194 words","The Guardian","OPINION",
"RYAN SABEY","October 23, 2016 Sunday",,"Runway 'the key to Brexit'","119 words","The Sun (England)","NEWS; Pg. 2",
"Mark Sweney","October 29, 2016 Saturday 4:00 PM GMT",,"Tax breaks and talent fuel UK's creative industry boom; TV and film production, led by shows such as Netflix's The Crown, is surging ahead despite Brexit fears","1188 words","The Observer (London)","FILM",
"By Tara Cunningham, Business Reporter","October 27, 2016 Thursday 8:00 AM GMT",,"Pound skids back below $1.22 after data shows economy grew by 0.5pc after Brexit vote","11879 words","telegraph.co.uk","BUSINESS",
"Stewart Lee","October 30, 2016 Sunday 9:59 AM GMT",,"Brexit Britain is desperate for a decent genesis myth; All cultures need a serviceable national story. But Brexit Britain, birthed in still-steaming divisions, does not have one","1186 words","The Observer (London)","OPINION",
"By William Hague","October 24, 2016 Monday 8:00 PM GMT",,"To soothe Brexit jitters Philip Hammond must go beyond Heathrow - and launch a bold new infrastructure plan","1186 words","telegraph.co.uk","NEWS",
"Stephen Pollard","October 30, 2016",,"The week Brexit Britain showed that it means business; Road to Brexit The stream of good news makes the Remoaners' negative forecasts look increasingly foolish","1183 words","The Sunday Telegraph (London)","NEWS; Pg. 4",
"ED CARTY","October 26, 2016 Wednesday",,"Bruton fears post-Brexit smuggling","118 words","Daily Mirror","NEWS; Pg. 25",
"By Nigel Thomas, Senior portfolio manager, AXA IM","November 1, 2016 Tuesday 6:22 PM GMT",,"'EU will lose more from Brexit than Britain' says leading investor at French firm","1178 words","telegraph.co.uk","BANKING",
"Letters","October 24, 2016 Monday 5:58 PM GMT",,"Postcards from the edge of hard Brexit, outlining other possibilities","1178 words","The Guardian","POLITICS",
"By Daniel Hannan","October 26, 2016 Wednesday 5:36 PM GMT",,"Brexit must open our economy to the world - not lock it away behind protectionist barriers","1177 words","telegraph.co.uk","NEWS",
"Sean O'Grady","October 31, 2016 Monday 2:29 PM GMT",,"Thanks to Mark Carney for staying until the end of Brexit negotiations - he's just the sort of migrant Britain needs; The Governor of the Bank of England would have been slagged off just as badly if he had kept shtum over Brexit. He was damned if he did, damned if he didn't","1173 words","The Independent (United Kingdom)","VOICES",
"Patrick Christys","October 20, 2016 Thursday 4:13 PM GMT",,"Corbyn's BREXIT HIJACK as Labour leader calls for 'alternative summit' with EU leaders","117 words","Express Online",,
"By Jeremy Warner","October 22, 2016 Saturday 1:28 PM GMT",,"Calm down. We don't need a negotiating stance on Brexit","1166 words","telegraph.co.uk","BUSINESS",
"Josephine Moulds","October 31, 2016 Monday",,"It's nice to go away but it can even nicer to stay at home; Brexit has given the domestic tourism industry a fillip after flooding held it back in 2015, reports Josephine Moulds GOING FOR GROWTH","1159 words","The Times (London)","BUSINESS; Pg. 42,43",
"Katrina Burroughs","October 30, 2016 Sunday",,"The Brexit chill is coming; If you're in the market for a new kitchen, bathroom or even just some furniture, you might soon be in for a shock, as prices soar to offset the slide of sterling. By Katrina Burroughs","1154 words","The Sunday Times (London)","HOME;FEATURES; Pg. 8",
"Alice Foster","October 26, 2016 Wednesday 3:00 PM GMT",,"What is Brexit and what is going to happen now that Britain has voted to LEAVE the EU?","1152 words","Express Online",,
"Greg Heffer, Political Reporter","October 20, 2016 Thursday 1:34 PM GMT",,"EU SUMMIT LIVE: French president threatens May with 'hard' negotiations over 'hard' Brexit","1148 words","Express Online",,
"BY RICHARD LITTLEJOHN","October 28, 2016 Friday",,"LET'S PARLER BREXIT. IT'S THE ONLY LINGO THEY UNDERSTAND!","1144 words","DAILY MAIL (London)",,
