"BYLINE","DATE","DATELINE","HEADLINE","LENGTH","PUBLICATION","SECTION","TITLE"
"Denis MacShane","November 21, 2016 Monday 1:53 PM GMT",,"Theresa May says Brexit Britain will be 'cutting edge'. It's time she started telling the truth; The Prime Minister'sline on Brexit as good news for Great Brexitannia flies in the face of all evidence.It represents the ostrich-like response by the British political elites of the damage and dangers the country faces from a hard Brexit","777 words","The Independent (United Kingdom)","VOICES",
"JAMES TAPSFIELD, POLITICAL EDITOR FOR MAILONLINE and JACK DOYLE SENIOR POLITICAL CORRESPONDENT FOR THE DAILY MAIL","November 21, 2016 Monday 1:38 AM GMT",,"'Restore our faith in capitalism': Theresa May warns business leaders to embrace Brexit or face the wrath of the public as she pledges to cut taxes to attract firms","779 words","MailOnline","NEWS",
"MATT DATHAN, POLITICAL CORRESPONDENT FOR MAILONLINE","November 15, 2016 Tuesday 8:33 AM GMT",,"'This is nothing to do with us!' Ministers disown 'leaked memo' from pro-EU consultant that claimed Theresa May has no plan for Brexit","779 words","MailOnline","NEWS",
"By Michael Wilkinson, Political Correspondent","November 15, 2016 Tuesday 8:38 AM GMT",,"Theresa May's Government has no Brexit plan, leaked memo says","780 words","telegraph.co.uk","NEWS",
"TIM SCULTHORPE, MAILONLINE DEPUTY POLITICAL EDITOR","November 15, 2016 Tuesday 4:11 PM GMT",,"Top judge warns ministers might be forced to spend MONTHS overhauling EU laws BEFORE they can trigger Brexit talks and not just pass a 'simple' bill handing the PM power over timing","781 words","MailOnline","NEWS",
"MARTIN ROBINSON, UK CHIEF REPORTER FOR MAILONLINE and KATE PICKLES FOR THE DAILY MAIL","November 24, 2016 Thursday 7:35 AM GMT",,"Is Farage planning his own Brexit? Out-going Ukip leader says he is 'seriously considering' quitting the UK and moving to America for a 'freer' life","782 words","MailOnline","NEWS",
"Alix Culbertson","November 18, 2016 Friday 9:16 AM GMT",,"READY TO PLAY HARD BALL: May arrives in Berlin for for frosty Brexit talks at Obama visit","782 words","Express Online",,
"Alison Little and Greg Heffer","November 16, 2016 Wednesday 12:00 AM GMT",,"Brexit WILL work: Britain's civil service 'CAN absolutely' deliver EU exit","782 words","Express Online",,
"Peter Walker Political correspondent","November 15, 2016 Tuesday 12:01 AM GMT",,"Hillsborough and Shankhill relatives back Human Rights Act campaign; Amnesty campaign argues repeal of act in favour of bill of rights after Brexit could lead to miscarriages of justice","782 words","The Guardian","LAW",
"Jon Henley European affairs correspondent","November 23, 2016 Wednesday 1:02 PM GMT",,"Brexit uncertainty could hit investment in UK, warns German car chief; Matthias Wissmann's comments come amid growing frustration on continent at government's refusal to reveal strategy","783 words","The Guardian","POLITICS",
"TIM SCULTHORPE, MAILONLINE DEPUTY POLITICAL EDITOR and JAMES TAPSFIELD, POLITICAL EDITOR FOR MAILONLINE","November 22, 2016 Tuesday 10:02 AM GMT",,"'There is no idea what Brexit MEANS!' EU negotiators claim Britain has failed to offer an exit plan after talks with David Davis","788 words","MailOnline","NEWS",
"JAMES SLACK, POLITICAL EDITOR FOR THE DAILY MAIL","November 24, 2016 Thursday 11:54 PM GMT",,"The 'Brexit dividend' DOES exist: Britain set to benefit from extra £32bn when it leaves the EU with Gove and other MPs demanding money is poured into the NHS","789 words","MailOnline","NEWS",
"Nick Gutteridge","November 18, 2016 Friday 4:50 PM GMT",,"'WE'VE FAILED' Portugal PM admits EU's a DISASTER for workers but brands Brexit XENOPHOBIC","789 words","Express Online",,
"Patrick Wintour Diplomatic editor","November 24, 2016 Thursday 6:07 PM GMT",,"Brexit 'secret diplomacy' efforts to include secure reading rooms; Plan for MPs to read paperwork in rooms policed by officers is designed to prevent the leaking of strategy documents","790 words","The Guardian","POLITICS",
"Toby Helm Observer political editor","November 19, 2016 Saturday 10:03 PM GMT",,"Europe's leaders to force Britain into hard Brexit; Fears grow about impact of populist surge as Nigel Farage predicts Marine Le Pen could win French presidential election","790 words","The Observer (London)","POLITICS",
"Etiane Galvin","November 18, 2016 Friday 7:10 AM GMT",,"I'm British, a Brazilian entrepreneur and no, not your cleaning lady; As Latin American women in the UK worry about Brexit one entrepreneur aims to shift stereotypes and promote their contributions to UK business","791 words","The Guardian","GUARDIAN SMALL BUSINESS NETWORK",
"By Christopher Hope and David Lawler","November 24, 2016 Thursday 9:30 PM GMT",,"'Mr Brexit' Nigel Farage to cash in on lucrative coast-to-coast new year speaking tour in 20 American cities","792 words","telegraph.co.uk","NEWS",
"By Simon Johnson, Scottish Political Editor","November 22, 2016 Tuesday 5:27 PM GMT",,"Nicola Sturgeon's Brexit minister caught making inaccurate claims to Brussels diplomats","793 words","telegraph.co.uk","NEWS",
"AMIE GORDON FOR MAILONLINE and PRESS ASSOCIATION","November 17, 2016 Thursday 1:38 PM GMT",,"'We had Brexit, then Trump - and now this': Protesting pensioners are arrested as 'underhand' council workers move in to fell trees at dawn","795 words","MailOnline","NEWS",
"Peter Cunliffe","November 22, 2016 Tuesday",,"Sterling slump hits right note for guitar string maker; TIPPING POINT Brexit is offering a family business that's been behind the best of British rock a chance to take on the the world, Peter Cunliffe writes","796 words","The Times (London)","BUSINESS; Pg. 55",
"Greg Heffer, Political Reporter","November 16, 2016 Wednesday 3:32 PM GMT",,"Michael Gove: Lawyers and civil service trying to 'overcomplicate' a 'quickie' Brexit","798 words","Express Online",,
"Rowena Mason Deputy political editor","November 16, 2016 Wednesday 11:44 AM GMT",,"Michael Gove raises question of 'quickie divorce' for UK from EU; Former leave campaigner asks experts why Brexit cannot take place without future relationship with bloc being settled","798 words","The Guardian","POLITICS",
"By Simon Johnson, Scottish Political Editor","November 15, 2016 Tuesday 2:21 PM GMT",,"SNP plan for Scotland to join EEA after Brexit 'creates trade barriers with England and EU'","799 words","telegraph.co.uk","NEWS",
"Alison Little","November 14, 2016 Monday 12:01 AM GMT",,"'A historic opportunity' Brexit Britain will step up to new global role, says Theresa May","799 words","Express Online",,
,"November 18, 2016 Friday",,"Brexit boost; Inside","8 words","The Daily Telegraph (London)","BUSINESS; Pg. 1",
"Anushka Asthana and Rowena Mason","November 15, 2016 Tuesday 9:35 PM GMT",,"Supreme court judge's views on article 50 legislation anger leave campaigners; Lady Hale raised possibility of PM having to replace 1972 EU act in lecture to students, incurring wrath of pro-Brexit Tories","800 words","The Guardian","POLITICS",
"JAMES MOORE","November 16, 2016 Wednesday",,"Businesses to Brexit Britain as memo shows lack of Government plan","803 words","The Independent - Daily Edition","BUSINESS; Pg. 61",
"By Peter Dominiczak, Political Editor","November 15, 2016 Tuesday 10:00 PM GMT",,"Angela Merkel suggests she is willing to compromise on free movement in the wake of Brexit","803 words","telegraph.co.uk","NEWS",
"Sarah O'Grady","November 17, 2016 Thursday 2:28 PM GMT",,"What doom and gloom? Post-Brexit shopping spree BOOSTED sales to highest for 14 YEARS","804 words","Express Online",,
"JAMES SLACK, POLITICAL EDITOR FOR THE DAILY MAIL","November 17, 2016 Thursday 11:52 PM GMT",,"Don't block Brexit, minister warns the Lords: Downing Street says peers will have powers curtailed if they try to delay leaving the EU","804 words","MailOnline","NEWS",
"JAMES TAPSFIELD, POLITICAL EDITOR FOR MAILONLINE","November 24, 2016 Thursday 12:10 PM GMT",,"Brexit STILL might not happen, says desperate Tony Blair as he admits he didn't call an EU referendum because he would probably have LOST","814 words","MailOnline","NEWS",
"By Alan Cochrane","November 25, 2016 Friday 9:00 PM GMT",,"Why I trust Major and Blair - but not Sturgeon - over Brexit","815 words","telegraph.co.uk","NEWS",
"MATT DATHAN, POLITICAL CORRESPONDENT FOR MAILONLINE","November 16, 2016 Wednesday 11:42 AM GMT",,"The biggest divorce payout EVER! Brussels is set to demand a£50BILLION Brexit 'settlement' to cover pensions and debts","816 words","MailOnline","NEWS",
"Macer Hall","November 23, 2016 Wednesday 9:33 PM GMT",,"Project Fear 2.0? Fury as forecasters predict Brexit could cost Britain up to £60 BILLION","817 words","Express Online",,
"By Telegraph View","November 18, 2016 Friday 6:59 PM GMT",,"Brexit is a revolution that could enrich us all","820 words","telegraph.co.uk","OPINION",
"PHILIP HAMMOND","November 20, 2016",,"We need to boost the economy before Brexit; My Autumn Statement will develop infrastructure and skills - and add support for working families","824 words","The Sunday Telegraph (London)","LETTERS; Pg. 21",
"By Alan Mak","November 14, 2016 Monday 4:20 PM GMT",,"Brexit means that Britain can harness the new industrial revolution","825 words","telegraph.co.uk","NEWS",
"Nicky Woolf","November 22, 2016 Tuesday 7:18 AM GMT",,"Nigel Farage would be great UK ambassador to US, says Donald Trump; President-elect causes diplomatic upset with call for Brexit campaigner to get key role, putting Theresa May in a difficult position","826 words","The Guardian","POLITICS",
"Greg Heffer, Political Reporter","November 15, 2016 Tuesday 2:41 PM GMT",,"PM accuses Deloitte of 'touting for business' after memo claims Govt. has 'no Brexit plan'","826 words","Express Online",,
"JOE WATTS POLITICAL EDITOR","November 24, 2016 Thursday",,"Hammond steels UK for £122bn budget black hole and post-Brexit gloom","827 words","The Independent - Daily Edition","NEWS; Pg. 3",
"MICHAEL GRADE","November 19, 2016 Saturday",,"Brexit will make Britain more creative than ever; Our cultural industries are the envy of the world, and independence will help us grow at home and abroad","827 words","The Daily Telegraph (London)","NEWS; Pg. 21",
"Greg Heffer, Political Reporter","November 25, 2016 Friday 3:21 PM GMT",,"ACCEPT IT! Sir Ian Botham goes on FURIOUS rant at Remainers trying to stop Brexit","829 words","Express Online",,
,"November 24, 2016 Thursday",,"BANK ON BREXIT; CITY Sun THE FTSE 100 FELL 2.01 TO 6817.71 EDITED BY RHODRI PHILLIPS Tel: 020 7782 4050 e-mail: rhodri.phillips@the-sun.co.uk £1 BUYS (EURO)1.18, US$1.25 BRENT CRUDE $49.16","83 words","The Sun (England)","BUSINESS; OPINION COLUMNS; Pg. 63",
"Zlata Rodionova","November 22, 2016 Tuesday 1:35 PM GMT",,"Autumn Statement 2016: What to expect from Philip Hammond's first post-Brexit budget announcement; Philip Hammond's support for 'just about managing' families could include freezing fuel duty and reducingthe burden of childcare costs","830 words","The Independent (United Kingdom)","BUSINESS NEWS",
"James Moore","November 15, 2016 Tuesday 10:03 AM GMT",,"Businesses to Brexit Britain as leaked memo reveals Government has no strategy; Government drift is compounding the economic damage wrought by the Brexit decision. It's not too late to turn it around, and there are some businesses willing to help, but ministers needto get a grip","830 words","The Independent (United Kingdom)","BUSINESS COMMENT",
"BEN CHU","November 24, 2016",,"Lower growth, greater debt and higher inflation - the real cost of Brexit laid bare","833 words","The Independent - Daily Edition","Pg. 2",
"JEREMY WARNER","November 18, 2016 Friday",,"Brexit has made a fool of the forecasters; The economic crystal ballgazer-in-chief should give up the pretence of making reliable fiscal predictions","833 words","The Daily Telegraph (London)","NEWS; Pg. 19",
"Ben Chu","November 23, 2016 Wednesday 2:56 PM GMT",,"The charts that tell the economic story of the Autumn Statement; Growth down, inflation up, real wages stagnant, borrowing higher, debt rising - and amajor long-term economic hit from Brexit","834 words","The Independent (United Kingdom)","BUSINESS NEWS",
"Katie Mansfield","November 24, 2016 Thursday 2:30 PM GMT",,"Furious Leave voters to boycott Virgin as Branson 'funds Brexit blocking group'","835 words","Express Online",,
"Katie Allen","November 25, 2016 Friday 11:21 AM GMT",,"GDP growth confirmed in three months after Brexit vote; ONS says consumers kept spending and business investment beats forecasts, defying predictions of slowdown","836 words","The Guardian","BUSINESS",
"James Hurley","November 23, 2016 Wednesday",,"Germany calling in battle to win tech war; STARTING OUT The fight is raging to be Europe's technology hub and London's rivals have stolen a march since the UK voted to leave the European Union Berlin is working hard to woo young start-ups worried about Brexit away from Britain, James Hurley writes","836 words","The Times (London)","BUSINESS; Pg. 53",
,"November 24, 2016",,"The Brexit black hole","84 words","i-Independent Print Ltd","FEATURES; Pg. 1",
"Katie Mansfield","November 17, 2016 Thursday 9:48 PM GMT",,"Civil service not ready for 'enormous job' of Brexit, claims ex-senior Whitehall mandarin","840 words","Express Online",,
"MATT DATHAN, POLITICAL CORRESPONDENT FOR MAILONLINE","November 16, 2016 Wednesday 9:21 AM GMT",,"Theresa May's 'secretive' plans for Brexit are 'chaotic and dysfunctional,' top think tank warns","841 words","MailOnline","NEWS",
